Participant,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4
37,102,107,fill,767.3,460,426.4,450.6,I enjoyed,the cheapest,vegan food,in India.
37,103,77,fill,466.7,800.8,528.8000000000001,541.4,I sunbathed,the longest,beach,in Mumbai.
37,104,27,exp,450.5,371,489,783.3,Every,cabin,looked peaceful,in Poland.
37,105,42,exp,509.90000000000003,450.2,528.5999999999999,540.6,Every,barge,seemed spacious,on the website.
37,106,116,fill,1435.2,487.20000000000005,487.5,487.4,I was lucky enough to try,the finest,wine,in Portugal.
37,107,5,exp,417.4,350.6,383.40000000000003,391.6,Every,market,in Scotland,looked exciting.
37,108,69,fill,1611.8,768.3,505.6,583.3000000000001,I was able to take photos of,the rarest,bird,in Aberdeen.
37,109,16,exp,433.40000000000003,389.7,378.3,427.9,Every,gallery,in the brochure,seemed high-end.
37,110,12,exp,485.09999999999997,374.09999999999997,423.4,492.3,Every,B&B,on the website,seemed cheap.
37,111,92,fill,522.8000000000001,621.4,597.9,540.8,I bathed in,the cleanest,sea,in France.
37,112,103,fill,409.7,581.0999999999999,451.5,549.6,I bought,the most fashionable,jacket,in Russia.
37,113,102,fill,1267.8,615.1,635.1999999999999,614.4,I got to taste,the most authentic,gelato,in Canada.
37,114,41,exp,505.29999999999995,394.6,443.79999999999995,1099.3,Every,waterfall,in Slovakia,looked gorgeous.
37,115,88,fill,598.8,658.6999999999999,1680.3,385.1,I got to stay in,the least well-known,area,in Swansea.
37,116,109,fill,539.6,914.5,632.7,591.4000000000001,I went on,the most scenic,boat trip,in Greece.
37,117,62,fill,996.5,540.8,621,1000.4,I experienced,the hottest,day on record,in Bordeaux.
37,118,74,fill,546.6999999999999,787.9000000000001,617.6,592.3000000000001,I tasted,the most unique,beer,in Melbourne.
37,119,19,exp,476.8,466.3,455.29999999999995,438.90000000000003,Every,hike,looked scenic,in China.
37,120,83,fill,756.7,553,548.6,589.5,I rode,the biggest,rollercoaster,in Malaga.
45,1,75,fill,972.5,437.3,451.79999999999995,456.4,I rented,the priciest,car available,in Stockholm.
45,2,49,exp,588.9,339.6,638.2,568.8,Every,fountain,looked impressive,in Turkey.
45,3,52,exp,642.5999999999999,420.5,503,455.7,Every,lodge,seemed inexpensive,on the website.
45,4,62,fill,603.3,372.3,405.2,428.4,I experienced,the hottest,day on record,in Bordeaux.
45,5,27,exp,536.1,389.6,470.1,470.8,Every,cabin,in Poland,looked peaceful.
45,6,89,fill,486.3,351.7,366.5,402.8,I had,the finest,seafood,in Budapest.
45,7,39,exp,436.3,355.5,469,436.5,Every,lake,in Australia,looked pristine.
45,8,80,fill,488.9,405.9,388.6,687.4,I got to enjoy,the tastiest,curry,in Bogotá.
45,9,86,fill,568.9,385.6,413.2,514.9,I walked across,the most famous,bridge,in Lisbon.
45,10,73,fill,602.7,484.3,683.2,485.09999999999997,I got to experience,the heaviest,snow to ever fall,in Moscow.
45,11,66,fill,551.3000000000001,448.40000000000003,431.5,717.6,I got to see,the greenest,park,in Brussels.
45,12,17,exp,571,403.9,606.8,557.4,Every,guesthouse,looked old-fashioned,in France.
45,13,48,exp,585,371.09999999999997,423.4,456.6,Every,castle,seemed well-maintained,in the vlog.
45,14,53,exp,489,402.6,335.7,404.1,Every,rollercoaster,looked thrilling,in Belgium.
45,15,72,fill,467.7,401.9,381.79999999999995,500.49999999999994,I tried,the spiciest,noodles you can find,in Vancouver.
45,16,79,fill,534.1,1201.8,521.1,465.8,I tried,the best,ice-cream,in Athens.
45,17,24,exp,434.59999999999997,303.20000000000005,333.7,400.6,Every,getaway,seemed romantic,on the app.
45,18,120,fill,1303.1,417.5,414.5,421.4,I took,the most indirect,train journey,in South Africa.
45,19,77,fill,788.5,425,404,302.09999999999997,I sunbathed,the longest,beach,in Mumbai.
45,20,23,exp,500,331.3,347.6,399.4,Every,cruise,in Finland,looked idyllic.
45,21,84,fill,486.5,420.9,437.7,454.2,I stayed at,the cleanest,hostel,in Marrakesh.
45,22,85,fill,488.8,371.2,407.2,436.5,I went up,the newest,skyscraper,in Istanbul.
45,23,98,fill,498.59999999999997,434.90000000000003,415.3,501.70000000000005,I was staying near,the oldest,university,in The Netherlands.
45,24,94,fill,984.1,481.70000000000005,450.40000000000003,469.4,I paraglided over,the most beautiful,spot,in Germany.
45,25,50,exp,476.1,369.3,337.1,351.2,Every,temple,in the blog,seemed fantastic.
45,26,106,fill,453.2,364.9,435.59999999999997,631.1999999999999,I did,the most difficult,trek,in Brazil.
45,27,60,exp,492.20000000000005,337.4,290.1,352.4,Every,neighbourhood,seemed bustling,in the blog.
45,28,118,fill,503.29999999999995,370.8,469.7,539.2,I walked along,the straightest,canal path,in Wales.
45,29,97,fill,516.8000000000001,366.3,331.5,369.3,I visited,the most historical,monument,in Austria.
45,30,36,exp,566.2,416.3,283.2,378.8,Every,place,seemed awesome,in the brochure.
45,31,71,fill,437,388.2,386.40000000000003,402.9,I was staying in,the most modern,appartment block,in Shanghai.
45,32,93,fill,431.90000000000003,355.5,347,434.5,I took,the highest,helicopter ride,in Italy.
45,33,19,exp,469.9,369.3,302.59999999999997,302,Every,hike,in China,looked scenic.
45,34,108,fill,486.70000000000005,322.2,353.1,319.40000000000003,I ordered,the most alcoholic,cocktail,in Switzerland.
45,35,41,exp,456.7,228.8,320.29999999999995,273.9,Every,waterfall,looked gorgeous,in Slovakia.
45,36,16,exp,486.4,369.90000000000003,318.90000000000003,420,Every,gallery,seemed high-end,in the brochure.
45,37,21,exp,452.7,340,352.2,338.8,Every,building,looked unique,in Switzerland.
45,38,107,fill,488,327.90000000000003,333.8,352.1,I enjoyed,the cheapest,vegan food,in India.
45,39,22,exp,420.09999999999997,334.2,300.3,334.7,Every,cottage,on the website,seemed charming.
45,40,31,exp,606.1,409.4,420.59999999999997,386.29999999999995,Every,bridge,in Argentina,looked amazing.
45,41,113,fill,671.6,381.7,600.1999999999999,402.7,I got to explore,the most convoluted,caves,in Spain.
45,42,67,fill,438,319.7,355.4,722.0999999999999,I saw,the best views,views,in Vienna.
45,43,47,exp,486.8,306.7,372.40000000000003,272.5,Every,chalet,in Denmark,looked pleasant.
45,44,25,exp,705,379.59999999999997,347.5,468.4,Every,river,looked soothing,in Norway.
45,45,14,exp,500.6,350.1,380.8,402.8,Every,tour,on the app,seemed relaxing.
45,46,90,fill,672.1,420.9,403.4,537.2,I ate,the nicest,cheese,in Johannesburgh.
45,47,91,fill,467.6,336,480.9,687.6,I got to try,the most delicious,spaghetti,in the US.
45,48,34,exp,872.6,419.3,352.7,402.6,Every,excursion,on the app,seemed unique.
45,49,12,exp,855.9,367.59999999999997,402.2,383.1,Every,B&B,seemed cheap,on the website.
45,50,59,exp,658.5,452.90000000000003,286.3,319.1,Every,trek,in Thailand,looked challenging.
45,51,8,exp,855.7,321.29999999999995,369.7,402.5,Every,hotel,seemed luxurious,in the vlog.
45,52,3,exp,384.1,299.4,218.1,213.29999999999998,Every,restaurant,in Italy,looked fancy.
45,53,104,fill,1107.8,387.6,321,403.1,I got a room at,the fanciest,boutique hotel,in Australia.
45,54,28,exp,447.6,315.90000000000003,266,333.7,Every,eatery,seemed funky,in the vlog.
45,55,46,exp,503.09999999999997,340.8,252.5,289.9,Every,theatre,in the brochure,seemed historic.
45,56,4,exp,487.4,337.3,251.9,322.7,Every,park,seemed nice,on the app.
45,57,6,exp,505.8,368.3,319.7,306.5,Every,monument,in the brochure,seemed interesting.
45,58,100,fill,684.6999999999999,437,552.5,502.2,I arrived during,the best,time for skiing,in Finland.
45,59,40,exp,485,318,314.90000000000003,399.2,Every,garden,seemed colourful,in the blog.
45,60,114,fill,531.5999999999999,364.8,350.9,407.1,I bought food from,the oldest,market,Morocco.
45,61,51,exp,486.3,382.1,402.2,452.7,Every,brewery,in Canada,looked exclusive.
45,62,33,exp,452.2,315.2,369.7,365.59999999999997,Every,zoo,looked responsible,in Thailand.
45,63,2,exp,589.8,319.7,285.5,339.6,Every,hostel,on the website,seemed quirky.
45,64,74,fill,450.90000000000003,302.9,303,346.9,I tasted,the most unique,beer,in Melbourne.
45,65,69,fill,535.3,301.59999999999997,401.6,417.3,I was able to take photos of,the rarest,bird,in Aberdeen.
45,66,58,exp,437.8,224.70000000000002,250.8,302.5,Every,bistro,in the vlog,seemed popular.
45,67,18,exp,420.20000000000005,347.3,187.29999999999998,230.2,Every,café,in the vlog,seemed cute.
45,68,9,exp,436.09999999999997,219.79999999999998,235.4,319.5,Every,view,looked breathtaking,in Japan.
45,69,78,fill,503.90000000000003,302.59999999999997,302.8,269.9,I drank from,the most well-known,fountain,in Bern.
45,70,103,fill,490.8,249.20000000000002,370.3,317,I bought,the most fashionable,jacket,in Russia.
45,71,68,fill,464.4,299.5,350.8,370.8,I rode,the fastest,train,in Rotterdam.
45,72,109,fill,601.6,351.3,267.1,418.1,I went on,the most scenic,boat trip,in Greece.
45,73,15,exp,436.5,269.8,252.3,318.90000000000003,Every,town,in Peru,looked pretty.
45,74,43,exp,757.6,370,269.1,302.5,Every,delicacy,in Venezuela,looked tasty.
45,75,13,exp,600.9,348.6,382.29999999999995,347.7,Every,campsite,looked picturesque,in Germany.
45,76,87,fill,440.09999999999997,319.2,308.8,452.6,I sailed down,the widest,river,in Dublin.
45,77,112,fill,500.2,315.40000000000003,297.09999999999997,330.40000000000003,I ate,the best,sushi,in Japan.
45,78,10,exp,370.09999999999997,282.6,361.3,338.8,Every,canal,in the blog,seemed lovely.
45,79,1,exp,373.59999999999997,204.1,335.7,335.6,Every,beach,looked beautiful,in Spain.
45,80,45,exp,546.6999999999999,406.8,239.4,327.79999999999995,Every,lighthouse,looked magnificent,in Mexico.
45,81,82,fill,1241.6000000000001,403.4,286.2,385.79999999999995,I swam in,the largest,swimming pool,in Tokyo.
45,82,57,exp,473.3,384,317.09999999999997,287.6,Every,farm,looked eco-friendly,in Greece.
45,83,35,exp,446.2,273.1,221.4,294.20000000000005,Every,palace,in Sweden,looked opulent.
45,84,37,exp,447.29999999999995,254.5,270,386,Every,villa,looked stunning,in Egypt.
45,85,83,fill,417.6,292.9,259.6,328.29999999999995,I rode,the biggest,rollercoaster,in Malaga.
45,86,99,fill,558.3000000000001,487.4,477.4,799,I got to look around,the most well-established,museum,in Scotland.
45,87,42,exp,1344.7,311.7,194.89999999999998,335.2,Every,barge,on the website,seemed spacious.
45,88,116,fill,422.3,282.2,305.20000000000005,274.8,I was lucky enough to try,the finest,wine,in Portugal.
45,89,88,fill,435,219.5,459.8,379.3,I got to stay in,the least well-known,area,in Swansea.
45,90,81,fill,459.1,234.7,225.1,315.8,I visited,the most ancient,temple,in Bangkok.
45,91,32,exp,437.8,317.5,247.5,423.5,Every,apartment,seemed wonderful,on the website.
45,92,96,fill,433.59999999999997,368.8,307.09999999999997,378,I drank at,the trendiest,bar,in Belgium.
45,93,44,exp,558.8,371.5,205.1,176.4,Every,sight,seemed picture-perfect,on the app.
45,94,61,fill,458.7,372.40000000000003,377.8,923.1,I climbed,the tallest,building,in New York.
45,95,92,fill,466.9,261.6,248.70000000000002,388.6,I bathed in,the cleanest,sea,in France.
45,96,11,exp,389.7,237.5,176.1,235.4,Every,village,in Slovenia,looked quaint.
45,97,20,exp,449.90000000000003,201.4,221.8,258.79999999999995,Every,church,seemed ornate,in the blog.
45,98,38,exp,494.8,293.3,288.6,308.59999999999997,Every,pub,in the vlog,seemed cosy.
45,99,115,fill,476.4,162.39999999999998,218.20000000000002,450.1,I got to see,the biggest,Mosque minaret,in Turkey.
45,100,105,fill,473.9,270.4,195.3,405,I went down,the fastest,waterslide,in Sweden.
45,101,65,fill,501.70000000000005,344.4,316.8,341.1,I'd booked in at,the oldest,B&B,in York.
45,102,70,fill,486.09999999999997,590.5,356,336.4,I ate at,the poshest,restaurant,in Helsinki.
45,103,56,exp,470.6,242.9,340.8,354.3,Every,statue,seemed famous,in the brochure.
45,104,26,exp,400.3,397.3,461.5,560.2,Every,bar,in the brochure,seemed lively.
45,105,30,exp,366.9,229.8,206.1,188.5,Every,square,in the blog,seemed busy.
45,106,102,fill,460,457.2,328.5,335,I got to taste,the most authentic,gelato,in Canada.
45,107,95,fill,384.29999999999995,276.9,320.7,358.4,I went to,the very first,pub,in England.
45,108,55,exp,453.7,394.1,201.7,468.1,Every,forest,in Austria,looked sprawling.
45,109,119,fill,477.8,193.6,369.8,244.9,I got to enjoy,the most remote,hot spring,in Hungary.
45,110,101,fill,509.6000000000001,426.20000000000005,362.3,347.9,I took a boat trip on,the deepest,lake,in China.
45,111,111,fill,354.6,217.9,299.8,388.1,I got to experience,the most vibrant,nightlife,in Thailand.
45,112,5,exp,380.09999999999997,205.3,303.4,322.6,Every,market,looked exciting,in Scotland.
45,113,110,fill,389.5,280.9,257.29999999999995,368.70000000000005,I got to see,the most romantic,sunsets,in Colombia.
45,114,117,fill,359,248.29999999999998,427.4,349.6,I went to a gig by,the most famous,band,in Ireland.
45,115,76,fill,419.4,269.4,235.9,410.4,I visited,the smallest,coffee shop,in São Paulo.
45,116,64,fill,442.90000000000003,235,260.90000000000003,365.8,I stayed at,the most luxurious,hotel,in Berlin.
45,117,29,exp,352.3,231.2,282.4,348.6,Every,shop,looked trendy,in Hungary.
45,118,63,fill,408.7,219.5,371.7,390.6,I ate,the most expensive,pizza,in Rome.
45,119,7,exp,358.20000000000005,235.3,190.29999999999998,240.2,Every,museum,in Portugal,looked cool.
45,120,54,exp,490.9,216.20000000000002,219.9,318.90000000000003,Every,walk,on the app,seemed easy.
49,1,67,fill,514.3,303.3,364.4,960.7,I saw,the best views,views,in Vienna.
49,2,94,fill,762.7,490.09999999999997,506.90000000000003,403.8,I paraglided over,the most beautiful,spot,in Germany.
49,3,120,fill,446.2,264.5,363.59999999999997,393.5,I took,the most indirect,train journey,in South Africa.
49,4,3,exp,471.3,298.9,334.3,432.59999999999997,Every,restaurant,looked fancy,in the vlog.
49,5,109,fill,431.3,314.59999999999997,322.29999999999995,351.2,I went on,the most scenic,boat trip,in Greece.
49,6,98,fill,438,318.3,299.4,444.7,I was staying near,the oldest,university,in The Netherlands.
49,7,70,fill,502.29999999999995,256.90000000000003,321.90000000000003,337.2,I ate at,the poshest,restaurant,in Helsinki.
49,8,17,exp,496,316,238.1,456.8,Every,guesthouse,on the website,looked old-fashioned.
49,9,15,exp,484.9,313.90000000000003,360.59999999999997,429.5,Every,town,looked pretty,in the blog.
49,10,118,fill,467.2,269.1,347.8,331,I walked along,the straightest,canal path,in Wales.
49,11,106,fill,818.4,315,266.5,355.3,I did,the most difficult,trek,in Brazil.
49,12,42,exp,463.5,248.5,289.9,454.40000000000003,Every,barge,in Krakow,seemed spacious.
49,13,20,exp,432.2,245.79999999999998,298.20000000000005,280.6,Every,church,seemed ornate,in Belfast.
49,14,51,exp,454.6,297.09999999999997,489.8,567.1,Every,brewery,looked exclusive,in the brochure.
49,15,53,exp,377.3,302.9,301.4,364.4,Every,rollercoaster,in the vlog,looked thrilling.
49,16,2,exp,385.29999999999995,251.2,200.7,311.3,Every,hostel,in London,seemed quirky.
49,17,96,fill,517.4,260.79999999999995,301.09999999999997,401.1,I drank at,the trendiest,bar,in Belgium.
49,18,16,exp,450.6,236.4,222.5,384.5,Every,gallery,seemed high-end,in Venice.
49,19,101,fill,426.5,318.5,284.9,352.3,I took a boat trip on,the deepest,lake,in China.
49,20,111,fill,489,167.6,417.9,313.90000000000003,I got to experience,the most vibrant,nightlife,in Thailand.
49,21,64,fill,179.4,390.5,174.5,368.09999999999997,I stayed at,the most luxurious,hotel,in Berlin.
49,22,27,exp,473,351.3,234.5,302.59999999999997,Every,cabin,looked peaceful,on the website.
49,23,57,exp,422.9,319.5,268.7,286.2,Every,farm,on the website,looked eco-friendly.
49,24,100,fill,469.7,242.60000000000002,220.20000000000002,367.5,I arrived during,the best,time for skiing,in Finland.
49,25,34,exp,439.8,269.3,176.9,357.5,Every,excursion,in Bucharest,seemed unique.
49,26,90,fill,518.9,218.29999999999998,277.9,484.8,I ate,the nicest,cheese,in Johannesburgh.
49,27,52,exp,444.6,233.4,168.5,271.6,Every,lodge,seemed inexpensive,in Bangkok.
49,28,65,fill,492.70000000000005,364.8,435.40000000000003,368.20000000000005,I'd booked in at,the oldest,B&B,in York.
49,29,49,exp,268.2,302,193.8,417.3,Every,fountain,on the app,looked impressive.
49,30,28,exp,445.1,169.1,184.2,367.9,Every,eatery,seemed funky,in Warsaw.
49,31,32,exp,438.90000000000003,333.8,164.1,351.3,Every,apartment,seemed wonderful,in Madrid.
49,32,84,fill,428.3,252.3,237.8,246.4,I stayed at,the cleanest,hostel,in Marrakesh.
49,33,113,fill,466,419.3,300.20000000000005,349.5,I got to explore,the most convoluted,caves,in Spain.
49,34,58,exp,420.70000000000005,255.4,156.20000000000002,425,Every,bistro,in Leeds,seemed popular.
49,35,38,exp,240.7,232.8,268,305.59999999999997,Every,pub,in Perth,seemed cosy.
49,36,63,fill,332,197.2,145.5,363,I ate,the most expensive,pizza,in Rome.
49,37,68,fill,356.1,248.5,371.40000000000003,368.70000000000005,I rode,the fastest,train,in Rotterdam.
49,38,72,fill,207.8,217.70000000000002,168.5,565.6,I tried,the spiciest,noodles you can find,in Vancouver.
49,39,66,fill,184.4,351.3,283.4,290,I got to see,the greenest,park,in Brussels.
49,40,23,exp,419.09999999999997,259.2,222,303,Every,cruise,looked idyllic,in the vlog.
49,41,25,exp,367.70000000000005,136.6,218,385.5,Every,river,in the blog,looked soothing.
49,42,83,fill,284.2,207.4,314.7,318.40000000000003,I rode,the biggest,rollercoaster,in Malaga.
49,43,48,exp,164.6,801.3000000000001,885.8000000000001,517.9,Every,castle,seemed well-maintained,in Istanbul.
49,44,116,fill,234.2,233.6,234.5,215.29999999999998,I was lucky enough to try,the finest,wine,in Portugal.
49,45,56,exp,381,241.79999999999998,217.5,426.8,Every,statue,seemed famous,in New York.
49,46,10,exp,584,317.3,274.1,302.3,Every,canal,in Gloucester,seemed lovely.
49,47,105,fill,350.4,184.9,288.9,217.29999999999998,I went down,the fastest,waterslide,in Sweden.
49,48,41,exp,309.59999999999997,285.4,368.5,352.1,Every,waterfall,in the brochure,looked gorgeous.
49,49,73,fill,550.2,539.6,218.79999999999998,400.7,I got to experience,the heaviest,snow to ever fall,in Moscow.
49,50,92,fill,384.29999999999995,202.8,296,310.2,I bathed in,the cleanest,sea,in France.
49,51,7,exp,284.8,167,155.5,183.10000000000002,Every,museum,looked cool,on the website.
49,52,1,exp,929.6,127.7,151.4,284.7,Every,beach,in the brochure,looked beautiful.
49,53,81,fill,388.90000000000003,288.2,340.3,289.2,I visited,the most ancient,temple,in Bangkok.
49,54,31,exp,370.5,167.2,185.79999999999998,333.1,Every,bridge,looked amazing,in the brochure.
49,55,87,fill,172,263.1,154.79999999999998,328.7,I sailed down,the widest,river,in Dublin.
49,56,18,exp,199.9,307.09999999999997,201.3,338.3,Every,café,in Glasgow,seemed cute.
49,57,44,exp,190.1,296.3,337.1,285.4,Every,sight,seemed picture-perfect,in Cairo.
49,58,93,fill,287.9,175.2,155.6,231.7,I took,the highest,helicopter ride,in Italy.
49,59,80,fill,174.7,266.5,149,272.1,I got to enjoy,the tastiest,curry,in Bogotá.
49,60,54,exp,536.1,164.3,169.8,281.6,Every,walk,in Barcelona,seemed easy.
49,61,26,exp,171.1,249.9,300.9,248.70000000000002,Every,bar,in Prague,seemed lively.
49,62,59,exp,273,233.1,236.2,248.29999999999998,Every,trek,looked challenging,on the app.
49,63,35,exp,170.9,257.29999999999995,182.2,175.4,Every,palace,looked opulent,in the blog.
49,64,114,fill,464.7,238,210.29999999999998,202.7,I bought food from,the oldest,market,Morocco.
49,65,45,exp,306.09999999999997,248.5,358.09999999999997,345.9,Every,lighthouse,in the blog,looked magnificent.
49,66,108,fill,336.8,196.20000000000002,255.7,199.6,I ordered,the most alcoholic,cocktail,in Switzerland.
49,67,89,fill,266.6,197.9,290.7,359.4,I had,the finest,seafood,in Budapest.
49,68,79,fill,185.29999999999998,168.6,165,317.8,I tried,the best,ice-cream,in Athens.
49,69,13,exp,153.79999999999998,226.3,165.7,147.5,Every,campsite,in the vlog,looked picturesque.
49,70,19,exp,3786.1,156.4,147.7,119.7,Every,hike,looked scenic,on the app.
49,71,46,exp,550.6,328.40000000000003,132.6,153,Every,theatre,in Berlin,seemed historic.
49,72,71,fill,257.5,170.7,190.70000000000002,304.09999999999997,I was staying in,the most modern,appartment block,in Shanghai.
49,73,91,fill,2232.1,298.5,166.3,357.5,I got to try,the most delicious,spaghetti,in the US.
49,74,36,exp,501.6,284.2,132.89999999999998,251.2,Every,place,seemed awesome,in Los Angeles.
49,75,24,exp,371.40000000000003,153.9,306,219.9,Every,getaway,seemed romantic,in Amsterdam.
49,76,115,fill,373.90000000000003,167,446.29999999999995,366.9,I got to see,the biggest,Mosque minaret,in Turkey.
49,77,11,exp,168.1,240.6,136.6,321.79999999999995,Every,village,looked quaint,in the brochure.
49,78,4,exp,218.1,231.6,334.7,260.29999999999995,Every,park,seemed nice,in Newcastle.
49,79,50,exp,367.09999999999997,150.5,151.2,133,Every,temple,in Sydney,seemed fantastic.
49,80,74,fill,378.09999999999997,184.5,285.1,350.5,I tasted,the most unique,beer,in Melbourne.
49,81,88,fill,2062.3999999999996,309.59999999999997,218.29999999999998,234.6,I got to stay in,the least well-known,area,in Swansea.
49,82,43,exp,363.3,185.29999999999998,168.4,606.1999999999999,Every,delicacy,looked tasty,in the vlog.
49,83,110,fill,167.8,169.4,143.2,134.1,I got to see,the most romantic,sunsets,in Colombia.
49,84,82,fill,442.2,135.1,139.1,116.6,I swam in,the largest,swimming pool,in Tokyo.
49,85,99,fill,185.5,217.5,283.8,218.1,I got to look around,the most well-established,museum,in Scotland.
49,86,12,exp,267.7,252.7,239.5,185.5,Every,B&B,seemed cheap,in Cardiff.
49,87,69,fill,551.3000000000001,305.20000000000005,243.9,351.3,I was able to take photos of,the rarest,bird,in Aberdeen.
49,88,95,fill,251.4,156.4,290.1,284.3,I went to,the very first,pub,in England.
49,89,97,fill,289.3,185.20000000000002,227.8,317.59999999999997,I visited,the most historical,monument,in Austria.
49,90,117,fill,181.9,233.7,143.4,125.6,I went to a gig by,the most famous,band,in Ireland.
49,91,33,exp,134.8,134.20000000000002,136.9,268.8,Every,zoo,in the vlog,looked responsible.
49,92,78,fill,118.1,138.6,150.79999999999998,135,I drank from,the most well-known,fountain,in Bern.
49,93,30,exp,134.7,218,184.6,202,Every,square,in Florence,seemed busy.
49,94,39,exp,150.7,133.6,150.79999999999998,167.2,Every,lake,looked pristine,on the app.
49,95,112,fill,132.39999999999998,141.3,134.9,124.10000000000001,I ate,the best,sushi,in Japan.
49,96,103,fill,111.9,168,151.10000000000002,142.1,I bought,the most fashionable,jacket,in Russia.
49,97,47,exp,134,301.8,143,171.4,Every,chalet,looked pleasant,on the website.
49,98,119,fill,141.6,262.2,325.79999999999995,215.5,I got to enjoy,the most remote,hot spring,in Hungary.
49,99,75,fill,418,127.6,151,300.8,I rented,the priciest,car available,in Stockholm.
49,100,60,exp,124.60000000000001,251.6,167.3,215.4,Every,neighbourhood,seemed bustling,in Tokyo.
49,101,40,exp,361.4,129,150.4,289.2,Every,garden,seemed colourful,in Zagreb.
49,102,21,exp,155.4,265.40000000000003,150.29999999999998,164,Every,building,in the brochure,looked unique.
49,103,86,fill,513.5,168.3,153.70000000000002,382.2,I walked across,the most famous,bridge,in Lisbon.
49,104,77,fill,185.79999999999998,197.9,215,212.9,I sunbathed,the longest,beach,in Mumbai.
49,105,29,exp,247.29999999999998,206.1,164,165.7,Every,shop,on the app,looked trendy.
49,106,102,fill,136.4,175.6,147.2,335.3,I got to taste,the most authentic,gelato,in Canada.
49,107,85,fill,148.10000000000002,265.1,148.5,155.70000000000002,I went up,the newest,skyscraper,in Istanbul.
49,108,62,fill,156,170,162.8,262.7,I experienced,the hottest,day on record,in Bordeaux.
49,109,5,exp,249.6,147.7,147.7,112.8,Every,market,in the blog,looked exciting.
49,110,55,exp,361.20000000000005,154.79999999999998,158.6,169.1,Every,forest,looked sprawling,in the blog.
49,111,37,exp,185.6,163.20000000000002,143.5,375.5,Every,villa,on the website,looked stunning.
49,112,9,exp,200.5,148.60000000000002,182.7,364.70000000000005,Every,view,on the app,looked breathtaking.
49,113,104,fill,504.4,169.7,341.9,314.8,I got a room at,the fanciest,boutique hotel,in Australia.
49,114,14,exp,138.7,160.20000000000002,162.39999999999998,277.3,Every,tour,in Budapest,seemed relaxing.
49,115,61,fill,301.20000000000005,152,136.7,164.39999999999998,I climbed,the tallest,building,in New York.
49,116,6,exp,162.3,157.20000000000002,157.4,143.1,Every,monument,in Edinburgh,seemed interesting.
49,117,8,exp,151.4,152.79999999999998,152.7,171.1,Every,hotel,seemed luxurious,in Rome.
49,118,22,exp,183.9,236.5,163.1,153.29999999999998,Every,cottage,in Durham,seemed charming.
49,119,107,fill,151.79999999999998,146.7,101.9,147.4,I enjoyed,the cheapest,vegan food,in India.
49,120,76,fill,113.8,162.89999999999998,164.1,178.9,I visited,the smallest,coffee shop,in São Paulo.
53,1,7,exp,920,342.8,371.5,365.59999999999997,Every,museum,on the website,looked cool.
53,2,81,fill,702.5,499.59999999999997,296.4,305.4,I visited,the most ancient,temple,in Bangkok.
53,3,87,fill,377.8,254.6,255.1,332.8,I sailed down,the widest,river,in Dublin.
53,4,74,fill,392.79999999999995,211.79999999999998,239.4,315.59999999999997,I tasted,the most unique,beer,in Melbourne.
53,5,117,fill,1861.3,365.59999999999997,269.3,352.9,I went to a gig by,the most famous,band,in Ireland.
53,6,58,exp,778,529.9000000000001,295.09999999999997,387.2,Every,bistro,seemed popular,in Leeds.
53,7,80,fill,279.4,187.70000000000002,304.09999999999997,313.5,I got to enjoy,the tastiest,curry,in Bogotá.
53,8,85,fill,297.09999999999997,260.40000000000003,314.7,333.8,I went up,the newest,skyscraper,in Istanbul.
53,9,111,fill,387.29999999999995,302.4,231.7,280.7,I got to experience,the most vibrant,nightlife,in Thailand.
53,10,1,exp,349.8,184,286.4,296,Every,beach,looked beautiful,in the brochure.
53,11,5,exp,340.8,162.1,133.3,315.59999999999997,Every,market,looked exciting,in the blog.
53,12,108,fill,317.7,185.29999999999998,145.1,170,I ordered,the most alcoholic,cocktail,in Switzerland.
53,13,113,fill,145.5,134.7,147,131.39999999999998,I got to explore,the most convoluted,caves,in Spain.
53,14,30,exp,139.2,149.29999999999998,150.29999999999998,252.2,Every,square,seemed busy,in Florence.
53,15,53,exp,151.10000000000002,146.3,143.1,141.8,Every,rollercoaster,looked thrilling,in the vlog.
53,16,34,exp,140.7,159.3,153.29999999999998,104.89999999999999,Every,excursion,seemed unique,in Bucharest.
53,17,27,exp,198.3,161,135.4,145.6,Every,cabin,on the website,looked peaceful.
53,18,16,exp,1705,162.6,151.4,130.89999999999998,Every,gallery,in Venice,seemed high-end.
53,19,93,fill,218.29999999999998,163,136,136.3,I took,the highest,helicopter ride,in Italy.
53,20,95,fill,187.1,229.9,167.5,148.60000000000002,I went to,the very first,pub,in England.
53,21,12,exp,187.6,165.20000000000002,144.4,145.2,Every,B&B,in Cardiff,seemed cheap.
53,22,118,fill,249.20000000000002,178,144,116.7,I walked along,the straightest,canal path,in Wales.
53,23,89,fill,599.3000000000001,157.4,133.39999999999998,170.4,I had,the finest,seafood,in Budapest.
53,24,20,exp,161.20000000000002,140.2,168.5,144.9,Every,church,in Belfast,seemed ornate.
53,25,109,fill,154.70000000000002,128.39999999999998,134,128.89999999999998,I went on,the most scenic,boat trip,in Greece.
53,26,83,fill,152.29999999999998,138.5,152.29999999999998,134.1,I rode,the biggest,rollercoaster,in Malaga.
